session_id,user_id
1,19
2,251
3,946
4,328
5,946
6,569
7,946
8,354
9,361
10,468
11,989
12,475
13,468
14,912
15,361
16,264
17,305
18,840
19,866
20,213
21,120
22,213
23,884
24,29
25,527
26,815
27,884
28,779
29,324
30,831
31,138
32,305
33,251
34,318
35,607
36,946
37,213
38,973
39,454
40,361
41,361
42,255
43,294
44,884
45,575
46,529
47,905
48,19
49,575
50,361
51,445
52,328
53,19
54,328
55,570
56,361
57,361
58,361
59,915
60,815
61,499
62,432
63,251
64,134
65,251
66,543
67,328
68,9
69,30
70,984
71,8
72,575
73,361
74,989
75,213
76,213
77,149
78,328
79,375
80,572
81,660
82,200
83,251
84,305
85,213
86,328
87,391
88,50
89,654
90,740
91,939
92,200
93,264
94,738
95,405
96,946
97,255
98,305
99,429
100,759
101,42
102,120
103,361
104,94
105,740
106,149
107,251
108,928
109,832
110,409
111,75
112,961
113,50
114,979
115,762
116,765
117,305
118,213
119,328
120,75
121,213
122,318
123,607
124,655
125,997
126,521
127,405
128,905
129,543
130,305
131,855
132,626
133,213
134,409
135,328
136,527
137,767
138,946
139,917
140,50
141,738
142,815
143,483
144,120
145,946
146,409
147,866
148,305
149,643
150,318
151,343
152,974
153,256
154,989
155,543
156,361
157,570
158,575
159,274
160,405
161,762
162,846
163,475
164,989
165,609
166,61
167,305
168,915
169,176
170,251
171,48
172,405
173,104
174,202
175,6
176,932
177,42
178,251
179,361
180,361
181,586
182,251
183,637
184,328
185,305
186,946
187,765
188,305
189,620
190,575
191,149
192,48
193,738
194,305
195,738
196,594
197,613
198,48
199,328
200,305
201,454
202,468
203,307
204,361
205,405
206,677
207,984
208,738
209,213
210,861
211,391
212,512
213,49
214,361
215,575
216,50
217,370
218,158
219,363
220,120
221,413
222,305
223,884
224,880
225,475
226,353
227,361
228,575
229,149
230,932
231,236
232,912
233,405
234,620
235,738
236,946
237,202
238,637
239,628
240,832
241,832
242,352
243,127
244,832
245,8
246,598
247,575
248,756
249,389
250,475
251,224
252,305
253,767
254,706
255,551
256,409
257,197
258,948
259,740
260,706
261,946
