session_id,user_id
1,318
2,149
3,580
4,882
5,946
6,569
7,946
8,352
9,917
10,361
11,989
12,255
13,68
14,138
15,575
16,361
17,305
18,762
19,580
20,213
21,989
22,213
23,104
24,29
25,527
26,815
27,989
28,779
29,884
30,831
31,138
32,125
33,361
34,448
35,381
36,580
37,213
38,973
39,361
40,575
41,575
42,255
43,294
44,884
45,575
46,149
47,512
48,19
49,917
50,575
51,445
52,882
53,19
54,882
55,632
56,575
57,361
58,917
59,102
60,405
61,273
62,432
63,557
64,318
65,251
66,543
67,882
68,197
69,208
70,984
71,251
72,997
73,575
74,989
75,213
76,213
77,149
78,882
79,989
80,572
81,660
82,660
83,251
84,328
85,213
86,882
87,984
88,149
89,989
90,149
91,939
92,454
93,68
94,753
95,928
96,580
97,255
98,328
99,504
100,83
101,42
102,916
103,917
104,94
105,557
106,561
107,862
108,928
109,832
110,613
111,120
112,989
113,50
114,432
115,405
116,352
117,125
118,213
119,753
120,831
121,213
122,149
123,405
124,68
125,149
126,61
127,405
128,429
129,454
130,328
131,846
132,626
133,213
134,613
135,882
136,527
137,42
138,262
139,917
140,50
141,753
142,405
143,273
144,120
145,946
146,409
147,580
148,753
149,832
150,318
151,343
152,361
153,989
154,989
155,543
156,575
157,570
158,255
159,984
160,405
161,762
162,717
163,262
164,989
165,989
166,149
167,125
168,50
169,176
170,149
171,48
172,405
173,104
174,202
175,543
176,317
177,809
178,251
179,120
180,575
181,586
182,149
183,341
184,656
185,328
186,580
187,454
188,371
189,255
190,361
191,984
192,984
193,753
194,125
195,753
196,594
197,939
198,149
199,656
200,753
201,454
202,468
203,307
204,361
205,361
206,677
207,149
208,753
209,213
210,59
211,939
212,512
213,49
214,361
215,997
216,50
217,370
218,49
219,846
220,989
221,928
222,125
223,884
224,884
225,262
226,762
227,575
228,575
229,149
230,310
231,361
232,561
233,405
234,255
235,753
236,580
237,202
238,341
239,884
240,832
241,832
242,543
243,127
244,832
245,68
246,831
247,325
248,571
249,767
250,558
251,224
252,125
253,767
254,706
255,551
256,613
257,9
258,149
259,557
260,706
261,946
262,373
263,149
264,361
265,984
266,307
267,125
